employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
25959,Sales & Marketing,region_13,Bachelors,f,sourcing,1,29,3.0,6,0,0,51
46538,Sales & Marketing,region_7,Bachelors,m,other,1,34,2.0,2,0,0,49
20607,Procurement,region_16,Bachelors,f,other,1,33,5.0,5,1,0,73
44661,Technology,region_2,Bachelors,m,sourcing,3,25,3.0,3,0,0,82
16466,Operations,region_15,Bachelors,m,sourcing,1,33,5.0,6,0,0,63
3,Procurement,region_22,Masters & above,f,other,1,38,5.0,4,1,0,67
28730,Analytics,region_29,Masters & above,m,sourcing,1,34,5.0,7,1,0,90
71772,Procurement,region_34,Bachelors,m,sourcing,1,32,3.0,5,0,0,68
39372,Analytics,region_28,Bachelors,m,other,3,26,4.0,5,0,0,88
31761,Procurement,region_31,Bachelors,m,sourcing,1,26,3.0,3,0,0,72
720,Operations,region_27,Bachelors,f,other,1,31,5.0,2,1,0,59
8066,Legal,region_2,Bachelors,m,sourcing,1,37,1.0,10,0,0,55
20912,Sales & Marketing,region_2,Masters & above,m,sourcing,1,45,3.0,2,0,0,51
18700,Technology,region_2,Masters & above,f,sourcing,1,32,3.0,4,1,0,83
7424,HR,region_2,Masters & above,f,referred,1,53,5.0,5,0,0,51
11335,Operations,region_7,Bachelors,f,sourcing,2,39,1.0,8,0,0,65
55002,Analytics,region_2,Bachelors,m,other,1,59,4.0,7,0,0,84
29125,Technology,region_10,Masters & above,m,other,2,37,3.0,7,0,0,76
12499,Technology,region_33,Bachelors,m,other,1,38,3.0,7,0,0,77
42016,Analytics,region_9,Bachelors,m,other,2,28,1.0,4,0,0,87
55928,Sales & Marketing,region_13,Bachelors,m,other,1,46,5.0,16,1,0,51
22477,Sales & Marketing,region_22,Masters & above,f,sourcing,1,33,1.0,10,0,0,49
18295,Procurement,region_7,Bachelors,f,other,1,31,5.0,5,0,0,69
46211,Operations,region_24,Bachelors,f,sourcing,1,31,4.0,4,1,0,54
54807,Technology,region_27,Bachelors,m,sourcing,1,33,2.0,7,0,0,79
73851,Procurement,region_17,Masters & above,f,sourcing,2,35,3.0,3,1,0,69
3345,Operations,region_22,Masters & above,m,sourcing,1,29,,1,0,0,62
32530,Technology,region_2,Below Secondary,f,other,1,26,2.0,5,0,0,75
4090,Operations,region_2,Bachelors,m,sourcing,2,38,4.0,7,0,0,58
8824,Analytics,region_29,Bachelors,m,other,2,27,3.0,3,0,0,85
63614,Technology,region_2,Masters & above,f,sourcing,2,35,3.0,2,1,0,81
37341,Sales & Marketing,region_26,Bachelors,m,other,1,33,1.0,5,0,0,49
62674,Operations,region_28,Masters & above,m,sourcing,1,36,5.0,7,1,0,58
6882,Procurement,region_13,Masters & above,m,other,1,35,5.0,7,1,0,71
24530,Operations,region_34,Bachelors,m,other,3,36,2.0,7,0,0,63
47969,Sales & Marketing,region_2,,m,other,1,20,3.0,2,0,0,50
53246,Sales & Marketing,region_2,Bachelors,m,sourcing,2,47,3.0,15,0,0,47
31899,Procurement,region_31,Bachelors,m,other,1,37,5.0,7,1,0,73
34148,Procurement,region_13,Masters & above,m,other,1,33,4.0,3,1,0,70
67962,Operations,region_12,Bachelors,f,other,1,44,3.0,11,0,0,59
24586,HR,region_2,Masters & above,f,other,1,39,3.0,7,1,0,54
34970,Procurement,region_13,Bachelors,f,other,2,28,3.0,2,0,0,67
69474,Analytics,region_26,Bachelors,m,sourcing,1,29,3.0,8,0,0,83
4252,Procurement,region_19,Bachelors,m,sourcing,1,37,3.0,12,0,0,67
53361,Finance,region_22,Bachelors,f,sourcing,2,28,2.0,4,0,0,62
17852,Procurement,region_2,Below Secondary,f,sourcing,2,23,,1,1,0,70
11532,Technology,region_2,Masters & above,f,other,1,36,2.0,7,0,0,82
68566,Sales & Marketing,region_2,Masters & above,f,sourcing,1,33,3.0,3,1,0,50
32541,HR,region_16,Bachelors,f,other,1,33,3.0,3,1,0,49
19237,Technology,region_31,Masters & above,m,other,1,38,5.0,9,1,0,76
29830,Technology,region_1,Masters & above,m,other,1,34,3.0,7,0,0,81
67663,Operations,region_2,Bachelors,m,sourcing,1,27,3.0,2,1,0,64
70804,Operations,region_23,Masters & above,f,sourcing,1,35,3.0,8,0,0,58
12060,HR,region_3,Bachelors,f,other,1,27,3.0,4,1,1,90
47990,Sales & Marketing,region_2,Bachelors,m,other,2,26,,1,1,0,53
55286,Sales & Marketing,region_13,Bachelors,m,other,2,29,3.0,2,0,0,47
48143,Legal,region_22,Bachelors,m,sourcing,1,32,3.0,7,0,0,58
10009,Sales & Marketing,region_2,,m,sourcing,2,21,,1,0,0,52
21023,Analytics,region_32,Bachelors,m,sourcing,1,28,1.0,3,0,0,84
37133,Sales & Marketing,region_23,Bachelors,m,other,1,36,1.0,9,0,0,49
60850,Operations,region_30,Bachelors,f,sourcing,1,32,1.0,2,0,0,60
53273,Operations,region_15,Masters & above,m,sourcing,1,34,2.0,4,0,0,68
69430,Operations,region_2,Bachelors,m,other,1,25,2.0,2,0,0,55
76815,Operations,region_15,Masters & above,f,other,1,45,5.0,15,0,0,58
58669,Technology,region_2,Bachelors,f,referred,1,33,3.0,7,1,0,78
5211,Procurement,region_2,Masters & above,m,other,1,34,1.0,9,0,0,67
55720,HR,region_25,Masters & above,f,sourcing,1,32,5.0,3,1,0,50
47319,Operations,region_8,Masters & above,f,sourcing,1,42,3.0,6,0,0,62
2645,Operations,region_22,Masters & above,m,sourcing,1,42,3.0,13,0,0,60
8629,Sales & Marketing,region_14,Bachelors,m,sourcing,1,29,5.0,3,0,1,54
77650,Analytics,region_25,Bachelors,m,other,1,29,5.0,3,0,0,83
22733,R&D,region_7,Bachelors,m,other,2,33,5.0,6,1,0,86
36990,Sales & Marketing,region_2,Bachelors,f,other,2,35,1.0,7,0,0,48
18687,Sales & Marketing,region_22,,m,sourcing,1,30,4.0,3,1,0,54
77780,Sales & Marketing,region_23,Bachelors,f,sourcing,1,32,3.0,8,0,0,50
18577,Sales & Marketing,region_15,Bachelors,f,sourcing,1,35,4.0,4,1,0,49
18320,Sales & Marketing,region_7,Masters & above,m,other,1,33,1.0,8,0,0,48
25776,Technology,region_26,Bachelors,f,sourcing,1,25,3.0,2,0,0,77
68414,Analytics,region_14,Bachelors,m,other,1,29,4.0,5,0,0,85
27901,Finance,region_16,Below Secondary,m,other,1,25,,1,0,0,60
70697,Technology,region_2,Bachelors,m,sourcing,2,36,3.0,2,0,0,81
75724,Analytics,region_11,Bachelors,m,other,1,30,3.0,5,0,0,84
8185,Technology,region_10,Masters & above,f,other,2,39,3.0,11,0,0,78
7752,Operations,region_2,Bachelors,f,other,1,50,3.0,2,0,0,66
37124,Sales & Marketing,region_2,Bachelors,m,other,1,31,4.0,5,1,0,58
19209,Sales & Marketing,region_10,Masters & above,m,sourcing,1,45,3.0,7,0,0,54
52675,Technology,region_7,Masters & above,f,other,1,33,1.0,7,0,0,80
71326,R&D,region_11,Bachelors,m,other,1,36,2.0,4,1,0,84
31181,Procurement,region_4,Masters & above,f,other,1,35,1.0,3,0,0,66
63042,Sales & Marketing,region_22,Bachelors,m,other,1,20,2.0,2,1,0,51
20996,Operations,region_32,Bachelors,m,other,1,35,3.0,7,0,0,63
2591,Sales & Marketing,region_17,Bachelors,m,sourcing,1,37,4.0,4,1,0,54
29216,Operations,region_8,Bachelors,f,other,1,33,3.0,5,1,0,61
7581,Operations,region_30,Bachelors,f,sourcing,1,32,4.0,5,0,0,57
7811,Operations,region_2,Bachelors,m,other,1,44,5.0,13,0,0,56
7267,Technology,region_2,Masters & above,m,sourcing,2,30,3.0,8,0,0,82
14604,Sales & Marketing,region_7,Masters & above,f,other,1,39,1.0,10,0,0,55
44178,Technology,region_13,Bachelors,f,sourcing,1,29,3.0,7,0,0,75
33142,Sales & Marketing,region_10,Masters & above,m,other,1,44,4.0,16,0,0,50
50965,Legal,region_2,Bachelors,m,sourcing,1,40,1.0,8,0,0,54
11374,Analytics,region_10,Bachelors,m,sourcing,1,29,3.0,4,0,0,82
25518,Operations,region_15,Masters & above,m,sourcing,1,41,5.0,9,0,1,79
53579,Sales & Marketing,region_16,Bachelors,m,other,1,30,5.0,2,0,0,52
23780,Technology,region_22,Bachelors,m,sourcing,1,29,2.0,3,0,0,80
22008,Operations,region_27,Bachelors,m,sourcing,1,34,3.0,7,0,0,59
32287,Sales & Marketing,region_10,Bachelors,m,other,2,36,3.0,9,0,0,49
64585,Operations,region_13,Bachelors,m,sourcing,1,32,3.0,2,0,0,58
5082,Analytics,region_14,Bachelors,m,sourcing,1,28,2.0,3,0,0,83
69833,Procurement,region_2,Masters & above,f,sourcing,1,38,5.0,2,1,1,71
55172,Operations,region_26,Bachelors,m,sourcing,1,41,5.0,7,0,0,58
58115,Operations,region_26,Bachelors,f,other,1,30,4.0,7,1,0,57
2836,Sales & Marketing,region_3,Masters & above,f,sourcing,1,33,4.0,5,0,0,55
4657,Sales & Marketing,region_2,Bachelors,m,sourcing,2,42,1.0,3,0,0,46
72419,HR,region_20,Masters & above,f,sourcing,1,33,3.0,6,1,0,50
26263,Analytics,region_10,Masters & above,m,sourcing,1,35,5.0,7,1,0,86
23324,Technology,region_2,,f,sourcing,1,30,1.0,3,0,0,82
9903,Procurement,region_15,Bachelors,m,other,1,32,2.0,7,0,0,72
67540,Operations,region_21,Masters & above,m,other,2,33,4.0,3,0,0,58
72492,Operations,region_22,Bachelors,m,other,1,39,1.0,5,0,0,55
58772,Technology,region_13,Masters & above,f,other,1,40,3.0,7,0,0,76
470,Sales & Marketing,region_30,Bachelors,m,other,1,29,,1,0,0,52
21029,Sales & Marketing,region_2,Masters & above,f,other,3,51,4.0,5,0,0,52
58684,Technology,region_5,Masters & above,m,sourcing,1,38,1.0,2,0,0,79
48659,Technology,region_2,Masters & above,m,other,1,40,5.0,8,1,0,82
33860,Sales & Marketing,region_28,Bachelors,m,other,2,32,3.0,6,0,0,51
25026,Procurement,region_7,Masters & above,f,other,1,42,3.0,3,0,0,82
31709,Sales & Marketing,region_7,Masters & above,m,sourcing,2,36,2.0,10,0,0,45
74774,Procurement,region_2,Bachelors,m,other,1,60,5.0,30,0,0,72
66456,Operations,region_2,Bachelors,m,other,1,31,5.0,6,0,0,61
40518,Sales & Marketing,region_32,Bachelors,m,other,1,36,1.0,3,1,0,47
54270,Sales & Marketing,region_32,Bachelors,m,other,4,28,,1,0,0,51
53181,Procurement,region_10,Bachelors,m,other,1,32,3.0,3,0,0,69
67622,Sales & Marketing,region_7,Bachelors,f,other,1,38,3.0,8,0,0,45
65469,Sales & Marketing,region_25,Bachelors,m,other,3,31,1.0,3,0,0,48
5654,Procurement,region_15,Bachelors,m,other,1,36,2.0,7,0,0,69
69010,Technology,region_26,Masters & above,m,other,1,36,3.0,3,0,0,77
27877,Technology,region_13,Masters & above,m,other,1,35,3.0,7,1,0,80
69085,Procurement,region_8,Masters & above,m,other,1,38,4.0,11,0,0,71
59332,Operations,region_2,Bachelors,m,sourcing,1,33,3.0,5,0,0,57
75215,HR,region_2,Masters & above,m,sourcing,1,42,3.0,6,1,0,49
70423,Sales & Marketing,region_19,Bachelors,m,other,1,34,2.0,2,0,0,48
22220,Procurement,region_2,Bachelors,f,sourcing,1,33,1.0,9,0,0,66
65390,R&D,region_2,Masters & above,m,other,2,42,3.0,13,1,0,87
68579,Sales & Marketing,region_26,Bachelors,m,other,1,27,1.0,3,0,0,51
19008,Analytics,region_29,Masters & above,m,other,1,34,3.0,6,0,0,89
24161,Operations,region_7,Bachelors,f,other,1,43,3.0,12,1,0,59
21462,Operations,region_22,Masters & above,m,sourcing,2,36,3.0,8,0,0,58
37814,Sales & Marketing,region_16,Bachelors,m,other,1,36,1.0,7,1,0,48
77523,Analytics,region_11,Bachelors,m,sourcing,1,48,1.0,15,1,0,83
10637,Operations,region_21,Masters & above,m,other,1,40,3.0,7,0,0,65
25883,Legal,region_16,Bachelors,m,other,1,30,2.0,1,1,0,58
1708,Operations,region_3,Bachelors,m,other,1,27,3.0,3,0,0,62
4430,Sales & Marketing,region_28,Bachelors,f,sourcing,1,30,3.0,7,1,0,49
71702,R&D,region_13,Masters & above,m,other,1,34,4.0,5,1,0,86
35730,Operations,region_26,Bachelors,f,other,1,32,3.0,7,0,0,62
2925,Technology,region_2,Bachelors,f,other,1,42,3.0,7,1,0,80
15877,Operations,region_15,Bachelors,m,other,2,36,3.0,4,1,0,64
6199,Procurement,region_24,Bachelors,f,sourcing,1,31,3.0,5,0,0,69
49936,Operations,region_16,Bachelors,f,other,1,27,,1,0,0,62
31416,Technology,region_9,Bachelors,m,other,1,30,,1,1,0,77
23186,Sales & Marketing,region_22,Bachelors,m,other,1,25,5.0,1,0,0,50
58936,Operations,region_4,Masters & above,f,sourcing,1,31,5.0,4,1,0,61
65695,Operations,region_7,Bachelors,f,other,3,26,5.0,3,1,0,57
65410,R&D,region_15,Bachelors,m,other,1,36,3.0,6,0,0,86
63968,Procurement,region_2,Bachelors,f,sourcing,1,30,2.0,6,0,0,64
25736,Sales & Marketing,region_20,Bachelors,f,other,1,29,3.0,2,0,0,44
29179,Analytics,region_2,Bachelors,m,other,1,48,3.0,18,0,0,81
66799,Procurement,region_26,Bachelors,f,other,1,24,2.0,2,0,0,73
20040,Sales & Marketing,region_6,Bachelors,f,other,1,29,5.0,3,1,0,45
39380,Sales & Marketing,region_22,Masters & above,m,other,1,30,,1,0,0,51
36122,Procurement,region_17,Masters & above,m,other,1,43,3.0,13,0,0,70
71284,Operations,region_4,Bachelors,f,other,1,39,4.0,9,0,0,64
57910,Sales & Marketing,region_22,Masters & above,m,sourcing,1,28,3.0,2,0,0,50
16543,Technology,region_15,Bachelors,m,other,2,29,3.0,6,0,0,76
8071,Sales & Marketing,region_22,Bachelors,f,other,1,27,5.0,2,0,0,47
18558,Finance,region_26,Bachelors,f,other,1,31,2.0,4,0,0,57
13628,Analytics,region_29,Bachelors,m,sourcing,1,32,5.0,7,1,0,87
46677,R&D,region_7,Masters & above,m,other,4,36,5.0,3,1,0,84
37225,Operations,region_2,Bachelors,f,sourcing,1,58,4.0,5,0,0,56
17425,Technology,region_2,Masters & above,f,other,1,53,2.0,16,0,0,81
78187,Sales & Marketing,region_10,Bachelors,m,sourcing,3,28,2.0,6,1,0,45
22560,Sales & Marketing,region_25,Masters & above,m,other,2,35,2.0,2,0,0,46
68570,Operations,region_28,Bachelors,f,other,1,26,3.0,5,1,0,61
52660,Operations,region_22,Masters & above,m,sourcing,1,36,1.0,7,0,0,56
18377,Operations,region_31,Bachelors,m,other,1,38,3.0,9,0,0,61
43223,Legal,region_22,Bachelors,m,other,1,33,,1,1,0,59
7924,Legal,region_22,Masters & above,m,other,1,45,3.0,5,0,0,60
31825,Sales & Marketing,region_20,Masters & above,m,other,1,29,,1,1,0,51
68285,Finance,region_2,Masters & above,f,other,1,50,3.0,4,0,0,56
38792,Operations,region_13,Masters & above,f,other,1,51,3.0,8,0,0,59
53384,Operations,region_8,Bachelors,m,sourcing,2,26,1.0,4,1,0,53
52050,HR,region_2,Bachelors,f,sourcing,1,58,3.0,14,0,0,44
63396,Operations,region_16,Bachelors,f,sourcing,1,37,3.0,7,1,0,57
20875,Sales & Marketing,region_2,Bachelors,m,other,1,53,4.0,5,1,0,52
38480,Finance,region_32,Bachelors,m,sourcing,2,38,5.0,4,0,0,58
63420,Procurement,region_2,Masters & above,f,sourcing,1,41,4.0,11,1,0,71
28025,Procurement,region_22,Bachelors,m,sourcing,5,29,3.0,6,0,0,70
68026,Sales & Marketing,region_21,Bachelors,f,sourcing,1,25,4.0,2,1,0,49
9120,Analytics,region_22,Bachelors,m,other,2,31,5.0,6,1,0,85
66598,R&D,region_2,Masters & above,m,other,1,29,5.0,4,0,0,83
17792,HR,region_2,Masters & above,f,sourcing,1,42,5.0,5,0,0,44
64266,Procurement,region_11,Masters & above,f,other,1,38,5.0,4,1,0,70
9989,Operations,region_22,Bachelors,m,sourcing,1,29,4.0,2,1,0,59
61743,Analytics,region_22,Bachelors,m,other,2,27,4.0,2,1,0,83
21889,Sales & Marketing,region_32,Bachelors,m,other,2,30,3.0,3,1,0,52
56982,Sales & Marketing,region_4,Bachelors,m,other,1,44,5.0,15,1,0,48
46922,Finance,region_25,Bachelors,m,other,4,32,3.0,4,0,0,57
55032,Operations,region_19,Masters & above,m,other,1,47,3.0,5,0,0,61
117,Sales & Marketing,region_16,Masters & above,m,other,1,50,3.0,4,0,0,51
28142,Sales & Marketing,region_16,Masters & above,m,other,1,45,4.0,5,0,0,46
63471,Finance,region_26,Bachelors,m,other,1,38,3.0,4,0,0,59
8347,HR,region_2,Bachelors,f,sourcing,1,24,,1,1,0,52
10947,Procurement,region_2,Masters & above,m,other,3,46,3.0,4,0,0,70
28580,Sales & Marketing,region_13,Masters & above,m,sourcing,1,37,3.0,3,0,0,46
67784,Sales & Marketing,region_16,Bachelors,m,other,1,45,3.0,3,0,0,48
8639,Procurement,region_23,Masters & above,m,other,1,36,3.0,10,0,0,71
52529,Sales & Marketing,region_21,Bachelors,m,other,1,29,3.0,5,1,0,50
4347,Technology,region_25,Bachelors,f,other,1,30,4.0,7,1,0,84
24693,Finance,region_8,Masters & above,m,other,1,33,4.0,3,1,0,57
12312,Operations,region_28,Masters & above,m,other,1,30,5.0,4,0,0,57
29052,Technology,region_15,Bachelors,f,other,2,37,3.0,8,0,0,78
13191,Analytics,region_26,Masters & above,m,other,1,38,5.0,2,1,0,86
54928,Sales & Marketing,region_1,Bachelors,m,other,1,27,3.0,4,1,0,53
616,Operations,region_2,Below Secondary,f,sourcing,1,22,,1,0,0,62
28926,Analytics,region_27,Bachelors,m,other,1,27,3.0,3,0,0,85
64184,HR,region_2,Bachelors,m,sourcing,1,27,3.0,1,1,0,47
37652,HR,region_2,Masters & above,m,other,1,59,4.0,16,0,0,50
8165,Sales & Marketing,region_28,Masters & above,m,referred,1,32,5.0,7,0,0,63
48562,Operations,region_22,Masters & above,m,sourcing,1,37,5.0,4,0,0,61
6709,Analytics,region_31,Bachelors,m,other,1,27,3.0,3,1,0,84
24465,Sales & Marketing,region_25,Masters & above,m,sourcing,1,39,4.0,7,0,0,52
11910,Procurement,region_2,Bachelors,m,other,1,36,4.0,9,0,0,63
19476,Sales & Marketing,region_14,Masters & above,m,other,2,36,3.0,9,0,0,47
17921,Operations,region_7,Masters & above,f,other,1,35,3.0,8,1,0,60
52903,HR,region_22,Bachelors,f,other,1,28,3.0,3,0,0,54
13058,Operations,region_13,Masters & above,f,sourcing,2,49,5.0,20,1,0,60
46931,R&D,region_15,Masters & above,m,other,1,28,3.0,5,0,0,87
36116,Technology,region_23,Bachelors,m,sourcing,1,30,5.0,5,1,0,83
49688,Sales & Marketing,region_7,Bachelors,f,sourcing,1,44,3.0,16,0,0,49
39240,HR,region_13,Bachelors,f,other,1,25,1.0,2,0,0,52
7720,Sales & Marketing,region_31,Bachelors,m,other,1,33,1.0,6,0,0,50
11893,Sales & Marketing,region_3,Masters & above,m,other,1,48,5.0,8,0,0,49
51529,Technology,region_2,Bachelors,m,referred,1,28,4.0,4,0,0,79
63074,Operations,region_22,Masters & above,m,referred,1,33,3.0,4,1,0,57
10873,Procurement,region_27,Bachelors,m,sourcing,1,35,3.0,7,1,0,72
6388,Operations,region_4,Bachelors,m,other,1,28,3.0,4,0,0,63
25951,Technology,region_5,Bachelors,m,sourcing,1,31,3.0,6,0,0,76
3482,Operations,region_26,Bachelors,f,sourcing,1,23,4.0,1,0,0,62
49624,Sales & Marketing,region_5,Bachelors,m,other,1,37,4.0,9,0,0,50
11087,Procurement,region_10,Bachelors,m,other,1,30,3.0,4,0,0,68
64885,Sales & Marketing,region_4,Masters & above,m,other,1,33,3.0,7,0,0,50
28313,Finance,region_2,Masters & above,m,other,1,41,3.0,7,1,0,57
1843,Procurement,region_2,Masters & above,f,other,1,52,4.0,11,1,0,86
34184,Technology,region_26,Bachelors,m,other,2,33,3.0,5,0,0,81
69605,Technology,region_26,Bachelors,f,other,1,35,1.0,4,0,0,78
45236,Sales & Marketing,region_20,Bachelors,m,sourcing,1,34,3.0,5,1,0,51
46519,Sales & Marketing,region_14,Bachelors,m,other,1,36,4.0,6,0,0,47
14055,Procurement,region_2,Bachelors,f,sourcing,1,28,5.0,2,0,0,87
48127,Procurement,region_13,Bachelors,m,other,1,38,2.0,6,0,0,76
72946,Finance,region_7,Bachelors,m,other,2,31,3.0,4,0,0,62
25552,Operations,region_4,Bachelors,m,other,1,29,5.0,7,1,0,58
17919,Analytics,region_26,Bachelors,m,other,1,39,3.0,8,1,0,89
48238,Technology,region_2,Bachelors,m,sourcing,2,35,4.0,7,0,0,74
24264,Procurement,region_29,Masters & above,m,sourcing,1,34,3.0,8,0,0,72
47851,Operations,region_2,Bachelors,f,other,2,36,5.0,9,1,0,58
46395,Analytics,region_22,Masters & above,m,other,1,32,2.0,6,0,0,91
28459,Legal,region_22,Bachelors,m,sourcing,1,39,1.0,7,0,0,58
36176,Operations,region_15,Bachelors,m,referred,2,32,5.0,7,1,0,66
77309,Sales & Marketing,region_2,Masters & above,m,other,1,39,4.0,4,1,0,50
728,Sales & Marketing,region_21,Bachelors,m,sourcing,1,33,1.0,6,0,0,46
78209,Technology,region_16,Bachelors,m,other,1,38,3.0,4,0,0,77
44535,Operations,region_29,Bachelors,m,sourcing,1,39,4.0,5,0,0,60
45268,Procurement,region_2,Bachelors,m,other,1,54,3.0,13,0,0,77
72639,Procurement,region_26,Bachelors,m,sourcing,1,53,5.0,5,1,0,77
41220,Operations,region_2,Masters & above,f,sourcing,1,58,3.0,2,1,0,62
60526,Finance,region_22,Masters & above,m,sourcing,3,34,5.0,3,1,0,58
60707,Sales & Marketing,region_2,Bachelors,m,sourcing,2,32,4.0,3,1,0,64
39924,Sales & Marketing,region_7,Bachelors,m,other,2,44,5.0,8,0,0,49
74182,Procurement,region_4,Bachelors,f,other,1,32,5.0,6,0,0,84
73300,Technology,region_26,Bachelors,m,other,1,26,3.0,3,0,0,75
29594,Analytics,region_2,Bachelors,m,other,1,43,4.0,12,1,0,84
30160,Sales & Marketing,region_34,Bachelors,m,other,1,32,4.0,5,0,0,49
48700,HR,region_22,Masters & above,f,sourcing,1,33,3.0,5,0,0,46
15471,Sales & Marketing,region_28,Masters & above,m,sourcing,1,32,2.0,7,0,0,49
74352,Sales & Marketing,region_2,Bachelors,m,sourcing,2,30,5.0,5,1,0,47
48056,Operations,region_26,Bachelors,m,sourcing,1,31,1.0,3,0,0,61
12084,Analytics,region_15,Masters & above,m,sourcing,1,30,5.0,5,1,0,82
15640,Sales & Marketing,region_22,Bachelors,m,other,1,27,3.0,6,0,0,51
53298,Procurement,region_16,Bachelors,m,sourcing,1,31,2.0,2,0,0,70
64719,Operations,region_31,Bachelors,m,other,1,31,3.0,9,1,0,62
47588,Sales & Marketing,region_28,Masters & above,m,sourcing,1,40,3.0,10,0,0,50
5531,Operations,region_2,Bachelors,f,sourcing,2,29,5.0,2,1,0,62
16642,Sales & Marketing,region_23,Bachelors,m,other,2,37,1.0,8,0,0,54
71474,Sales & Marketing,region_27,,m,sourcing,1,26,4.0,5,0,0,49
65764,Finance,region_11,Bachelors,f,sourcing,1,31,4.0,6,0,0,58
24914,Sales & Marketing,region_26,Bachelors,f,sourcing,3,25,1.0,3,1,0,47
60400,Procurement,region_22,Bachelors,m,sourcing,1,27,,1,0,0,64
72062,HR,region_2,Masters & above,m,other,1,53,3.0,3,1,0,49
29414,R&D,region_20,Bachelors,m,other,1,29,5.0,4,1,0,87
28271,Operations,region_20,Masters & above,f,sourcing,1,35,3.0,7,0,0,59
3469,Technology,region_32,Bachelors,m,sourcing,1,27,3.0,2,1,1,76
23884,Sales & Marketing,region_2,Bachelors,f,sourcing,1,42,3.0,3,1,1,48
28603,Procurement,region_13,Bachelors,f,sourcing,1,31,2.0,3,0,0,73
62157,Technology,region_2,Masters & above,f,other,1,34,5.0,9,1,0,78
25944,Operations,region_26,Bachelors,m,other,1,34,3.0,4,1,0,59
63624,Sales & Marketing,region_2,Bachelors,m,sourcing,2,43,4.0,3,1,0,52
4371,Legal,region_2,Below Secondary,m,other,1,25,,1,1,0,57
40274,Procurement,region_13,Bachelors,m,sourcing,2,33,5.0,4,1,0,71
63168,Operations,region_2,Bachelors,f,sourcing,3,30,,1,1,0,63
64009,Procurement,region_22,Bachelors,m,other,3,29,2.0,4,1,0,70
61926,Technology,region_33,Bachelors,f,sourcing,1,36,1.0,9,0,0,83
32143,Procurement,region_11,Bachelors,f,other,2,31,3.0,5,0,0,72
33269,Operations,region_2,Below Secondary,f,sourcing,1,23,3.0,2,1,0,60
51065,Operations,region_7,Masters & above,m,other,1,43,1.0,5,0,0,65
65553,Sales & Marketing,region_12,Bachelors,m,other,3,26,3.0,2,0,0,53
68631,Technology,region_26,Bachelors,m,other,1,36,1.0,10,0,0,76
35651,Procurement,region_11,Bachelors,m,other,1,37,3.0,10,0,0,66
37103,Operations,region_32,Bachelors,f,other,1,41,3.0,6,0,0,61
625,Analytics,region_4,Bachelors,m,sourcing,1,35,3.0,6,1,0,81
21631,Operations,region_7,Bachelors,m,sourcing,1,30,5.0,8,1,0,59
32917,Sales & Marketing,region_31,Masters & above,f,sourcing,1,31,3.0,4,0,0,46
71346,R&D,region_31,Bachelors,m,sourcing,1,35,3.0,7,1,0,82
34476,Sales & Marketing,region_14,Bachelors,f,other,1,29,,1,1,0,47
18775,Operations,region_20,Bachelors,m,sourcing,1,27,3.0,3,0,0,58
74360,Technology,region_2,Bachelors,f,sourcing,1,42,2.0,10,0,0,82
